"","X.1","X","�..Reef.ID","Reef.Name","Ocean","Country","State.Province.Island","City.Town","Year","Date","Depth","Organism.Code","S1","S2","S3","S4","Errors.","What.errors.","Average_bleaching","ClimSST","Temperature_Kelvin","Temperature_Mean","Temperature_Minimum","Temperature_Maximum","Temperature_Kelvin_Standard_Deviation","Windspeed","SSTA","SSTA_Standard_Deviation","SSTA_Mean","SSTA_Minimum","SSTA_Maximum","SSTA_Frequency","SSTA_Frequency_Standard_Deviation","SSTA_FrequencyMax","SSTA_FrequencyMean","SSTA_DHW","SSTA_DHW_Standard_Deviation","SSTA_DHWMax","SSTA_DHWMean","TSA","TSA_Standard_Deviation","TSA_Minimum","TSA_Maximum","TSA_Mean","TSA_Frequency","TSA_Frequency_Standard_Deviation","TSA_FrequencyMax","TSA_FrequencyMean","TSA_DHW","TSA_DHW_Standard_Deviation","TSA_DHWMax","TSA_DHWMean","Region","Diversity","rate_of_SST_change","Longitude.Degrees","Latitude.Degrees","optional","kd490_value","PAR_value"
"2151",2151,4183,"178.05.37E.18.24.47S","Lawaki Beach Resort House Reef South","Pacific","Fiji","Beqa Island","Lawaki",2003,"27-Nov-03",2,"Bleaching (% of population)",1,1,0,0,FALSE,"",0.5,300.83,299.36,299.85,295.32,304.01,1.51,7,-0.62,0.87,0,-3.15,2.72,0,5.35,23,5,0,2.94,15.34,1.96,-2.25,1.51,-6.28,2.39,-1.74,0,1.78,7,1,0,1.44,12.02,0.49,"ERG111",395,0.010883838,178.0895,-18.40783333,TRUE,0.0325561767953945,NA
"2152",2152,4185,"178.05.37E.18.24.47S","Lawaki Beach Resort House Reef South","Pacific","Fiji","Beqa Island","Lawaki",2004,"14-Jul-04",1,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,298.13,298.98,299.85,295.32,304.01,1.51,4,0.5,0.87,0,-3.15,2.72,0,5.35,23,5,0,2.94,15.34,1.96,-2.63,1.51,-6.28,2.39,-1.74,0,1.78,7,1,0,1.44,12.02,0.49,"ERG111",395,0.010883838,178.0895,-18.40783333,TRUE,0.0431836101516954,NA
"2153",2153,4188,"178.08.98E.18.20.25S","Sea Fan, Storm Island","Pacific","Fiji","Beqa","Lalati Resort",2007,"22-Jan-07",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.57,299.66,299.81,295.13,303.5,1.5,7,-1.59,0.86,0,-3.19,2.36,8,5.42,24,6,0,2.88,15.55,2.03,-1.91,1.5,-6.44,1.92,-1.75,1,1.66,7,1,0,1.17,10.17,0.4,"ERG111",395,0.010883838,178.1496667,-18.3375,TRUE,0.0751229971647263,NA
"2154",2154,4189,"178.08.98E.18.20.25S","Sea Fan, Storm Island","Pacific","Fiji","Beqa","Lalati Resort",2007,"22-Jan-07",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.57,299.66,299.81,295.13,303.5,1.5,7,-1.59,0.86,0,-3.19,2.36,8,5.42,24,6,0,2.88,15.55,2.03,-1.91,1.5,-6.44,1.92,-1.75,1,1.66,7,1,0,1.17,10.17,0.4,"ERG111",395,0.010883838,178.1496667,-18.3375,TRUE,0.0751229971647263,NA
"2155",2155,4192,"178.08.99E.18 21.67S","Clint's Corner","Pacific","Fiji","Beqa","Lalati Resort",2007,"24-Jan-07",1.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.57,301.32,299.81,295.13,303.5,1.5,6,-0.04,0.86,0,-3.19,2.36,8,5.42,24,6,0,2.88,15.55,2.03,-0.25,1.5,-6.44,1.92,-1.75,1,1.66,7,1,0,1.17,10.17,0.4,"ERG111",395,0.010883838,178.1498333,-18.36116667,TRUE,0.108133003115654,NA
"2156",2156,4193,"178.08.99E.18 21.67S","Clint's Corner","Pacific","Fiji","Beqa","Lalati Resort",2007,"24-Jan-07",5,"Bleaching (% of population)",50,50,30,30,FALSE,"",40,301.57,301.32,299.81,295.13,303.5,1.5,6,-0.04,0.86,0,-3.19,2.36,8,5.42,24,6,0,2.88,15.55,2.03,-0.25,1.5,-6.44,1.92,-1.75,1,1.66,7,1,0,1.17,10.17,0.4,"ERG111",395,0.010883838,178.1498333,-18.36116667,TRUE,0.108133003115654,NA
"2157",2157,4195,"178.09099E.18.40896S","Lawaki Beach House","Pacific","Fiji","Beqa","Beqa",2008,"13-Nov-08",2,"Bleaching (% of population)",20,10,5,5,FALSE,"",10,300.62,300.85,299.85,295.32,304.01,1.51,3,1.25,0.87,0,-3.15,2.72,16,5.35,23,5,7.5,2.94,15.34,1.96,-0.76,1.51,-6.28,2.39,-1.74,2,1.78,7,1,0,1.44,12.02,0.49,"ERG111",395,0.010883838,178.091,-18.40897222,TRUE,0.0348182602882176,NA
"2158",2158,4197,"178.11.923E.17.16.757S","Ucuinaruru","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"29-Nov-04",5,"Bleaching (% of population)",1,1,0,0,FALSE,"",0.5,301.38,299.14,300.16,295.3,304.41,1.59,6,-1.32,0.86,0,-3.71,3.24,0,5.64,30,5,0,3.2,22.75,2,-2.91,1.59,-6.75,2.35,-1.88,0,1.24,6,0,0,0.94,8.64,0.31,"ERG111",395,0.012929293,178.1987222,-17.27927778,TRUE,0.0851999968290329,NA
"2159",2159,4199,"178.11.945E.17.16.978S","Nawawa East","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"28-Nov-04",5,"Bleaching (% of population)",5,5,5,5,FALSE,"",5,301.38,299.14,300.16,295.3,304.41,1.59,6,-1.32,0.86,0,-3.71,3.24,0,5.64,30,5,0,3.2,22.75,2,-2.91,1.59,-6.75,2.35,-1.88,0,1.24,6,0,0,0.94,8.64,0.31,"ERG111",395,0.012929293,178.1990833,-17.28297222,TRUE,0.0851999968290329,NA
"2160",2160,4201,"178.12.415E.17.17.201S","Nawawa West","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"28-Nov-04",5,"Bleaching (% of population)",25,25,25,25,FALSE,"",25,301.38,299.14,300.16,295.3,304.41,1.59,6,-1.32,0.86,0,-3.71,3.24,0,5.64,30,5,0,3.2,22.75,2,-2.91,1.59,-6.75,2.35,-1.88,0,1.24,6,0,0,0.94,8.64,0.31,"ERG111",395,0.012929293,178.2069167,-17.28669444,TRUE,0.0851999968290329,NA
"2161",2161,4203,"178.12.634E.17.17.353S","Nukutovutovu","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"29-Nov-04",5,"Bleaching (% of population)",1,0,1,0,FALSE,"",0.5,301.32,299.17,300.16,295.61,304.5,1.63,6,-1.29,0.89,0,-3.66,3.18,1,5.54,32,6,0,3.27,21.11,2.29,-2.89,1.63,-6.44,2.44,-1.89,0,1.42,6,1,0,1.19,8.44,0.51,"ERG111",395,0.012929293,178.2105556,-17.28922222,TRUE,0.0851999968290329,NA
"2162",2162,4205,"178.12.637E.17.17.397S","Vunivesi","Pacific","Fiji","Ba","Nananu-i-Ra",2004,"1-Dec-04",5,"Bleaching (% of population)",5,5,5,5,FALSE,"",5,301.48,298.84,300.16,295.61,304.5,1.63,6,-1.83,0.89,0,-3.66,3.18,1,5.54,32,6,0,3.27,21.11,2.29,-3.22,1.63,-6.44,2.44,-1.89,0,1.42,6,1,0,1.19,8.44,0.51,"ERG111",395,0.012929293,178.2106111,-17.28983333,TRUE,0.0731000006198883,NA
"2163",2163,4207,"178.12.736E.17.16.854S","One Bay","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"27-Nov-04",5,"Bleaching (% of population)",1,1,1,0,FALSE,"",0.75,301.38,299.14,300.16,295.3,304.41,1.59,6,-1.32,0.86,0,-3.71,3.24,0,5.64,30,5,0,3.2,22.75,2,-2.91,1.59,-6.75,2.35,-1.88,0,1.24,6,0,0,0.94,8.64,0.31,"ERG111",395,0.012929293,178.2122778,-17.28088889,TRUE,0.0851999968290329,NA
"2164",2164,4209,"178.12.807E.17.17.472S","Wainalovo West","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"1-Dec-04",5,"Bleaching (% of population)",0,1,0,0,FALSE,"",0.25,301.48,298.84,300.16,295.61,304.5,1.63,6,-1.83,0.89,0,-3.66,3.18,1,5.54,32,6,0,3.27,21.11,2.29,-3.22,1.63,-6.44,2.44,-1.89,0,1.42,6,1,0,1.19,8.44,0.51,"ERG111",395,0.012929293,178.2134444,-17.29119444,TRUE,0.0731000006198883,NA
"2165",2165,4211,"178.12.84E.17.17.395S","Wainalovo East","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"1-Dec-04",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.48,298.84,300.16,295.61,304.5,1.63,6,-1.83,0.89,0,-3.66,3.18,1,5.54,32,6,0,3.27,21.11,2.29,-3.22,1.63,-6.44,2.44,-1.89,0,1.42,6,1,0,1.19,8.44,0.51,"ERG111",395,0.012929293,178.214,-17.28991667,TRUE,0.0731000006198883,NA
"2166",2166,4214,"178.12.97E.17.17.56S","Wainimaloro Bay/Safari Lodge Reef Slope","Pacific","Fiji","Ba/Viti Levu","Nananu-I-Ra",2003,"30-Jul-03",1.5,"Bleaching (% of population)",1,1,1,1,FALSE,"",1,298.27,299.01,300.16,295.61,304.5,1.63,7,0.75,0.89,0,-3.66,3.18,4,5.54,32,6,2.25,3.27,21.11,2.29,-3.05,1.63,-6.44,2.44,-1.89,1,1.42,6,1,0,1.19,8.44,0.51,"ERG111",395,0.012929293,178.2161667,-17.29266667,TRUE,0.163599997758865,NA
"2167",2167,4215,"178.12.97E.17.17.56S","Wainimaloro Bay/Safari Lodge Reef Slope","Pacific","Fiji","Ba/Viti Levu","Nananu-I-Ra",2003,"30-Jul-03",5,"Bleaching (% of population)",1,1,NA,NA,FALSE,"",1,298.27,299.01,300.16,295.61,304.5,1.63,7,0.75,0.89,0,-3.66,3.18,4,5.54,32,6,2.25,3.27,21.11,2.29,-3.05,1.63,-6.44,2.44,-1.89,1,1.42,6,1,0,1.19,8.44,0.51,"ERG111",395,0.012929293,178.2161667,-17.29266667,TRUE,0.163599997758865,NA
"2168",2168,4217,"178.12.97E.17.17.56S","Wainimaloro Bay/Safari Lodge Reef Slope","Pacific","Fiji","Ba/Viti Levu","Nananu-I-Ra",2005,"21-Aug-05",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,298.57,297.77,300.16,295.61,304.5,1.63,4,-0.43,0.89,0,-3.66,3.18,4,5.54,32,6,0,3.27,21.11,2.29,-4.29,1.63,-6.44,2.44,-1.89,3,1.42,6,1,0,1.19,8.44,0.51,"ERG111",395,0.012929293,178.2161667,-17.29266667,TRUE,0.0881170034408569,NA
"2169",2169,4219,"178.13.41E.17.17.22S","Lomanisue North","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"30-Nov-04",5,"Bleaching (% of population)",0,0,NA,NA,TRUE,"only did half the belt transect, S1 of substrate",0,301.38,299.14,300.16,295.3,304.41,1.59,6,-1.32,0.86,0,-3.71,3.24,0,5.64,30,5,0,3.2,22.75,2,-2.91,1.59,-6.75,2.35,-1.88,0,1.24,6,0,0,0.94,8.64,0.31,"ERG111",395,0.012929293,178.2235,-17.287,TRUE,0.0851999968290329,NA
"2170",2170,4221,"178.13.47E.17.17.6S","Lomanisue South","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"30-Nov-04",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.32,299.17,300.16,295.61,304.5,1.63,6,-1.29,0.89,0,-3.66,3.18,1,5.54,32,6,0,3.27,21.11,2.29,-2.89,1.63,-6.44,2.44,-1.89,0,1.42,6,1,0,1.19,8.44,0.51,"ERG111",395,0.012929293,178.2245,-17.29333333,TRUE,0.0851999968290329,NA
"2171",2171,4223,"178.13.52E.17.16.6S","Kosova Point","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"27-Nov-04",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.38,299.14,300.16,295.3,304.41,1.59,6,-1.32,0.86,0,-3.71,3.24,0,5.64,30,5,0,3.2,22.75,2,-2.91,1.59,-6.75,2.35,-1.88,0,1.24,6,0,0,0.94,8.64,0.31,"ERG111",395,0.012929293,178.2253333,-17.27666667,TRUE,0.0851999968290329,NA
"2172",2172,4225,"178.13.61E.17.16.92S","Kosova Bay","Pacific","Fiji","Ba","Nananu-I-Ra",2004,"30-Nov-04",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.38,299.14,300.16,295.3,304.41,1.59,6,-1.32,0.86,0,-3.71,3.24,0,5.64,30,5,0,3.2,22.75,2,-2.91,1.59,-6.75,2.35,-1.88,0,1.24,6,0,0,0.94,8.64,0.31,"ERG111",395,0.012929293,178.2268333,-17.282,TRUE,0.0851999968290329,NA
"2173",2173,4227,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2002,"14-Mar-02",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,301.52,302.22,300.35,295.33,304.16,1.47,5,0.34,0.87,0,-3.46,3.42,10,5.46,27,6,5.65,2.96,20.2,2.09,0.29,1.47,-6.58,2.24,-1.55,2,1.33,6,1,3.28,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,NA,NA
"2174",2174,4230,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2002,"21-Jun-02",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,298.79,299.89,300.35,295.33,304.16,1.47,6,0.41,0.87,0,-3.46,3.42,17,5.46,27,6,8.72,2.96,20.2,2.09,-2.03,1.47,-6.58,2.24,-1.55,2,1.33,6,1,0,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,NA,NA
"2175",2175,4231,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2002,"21-Jun-02",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,298.79,299.89,300.35,295.33,304.16,1.47,6,0.41,0.87,0,-3.46,3.42,17,5.46,27,6,8.72,2.96,20.2,2.09,-2.03,1.47,-6.58,2.24,-1.55,2,1.33,6,1,0,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,NA,NA
"2176",2176,4234,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2003,"19-Mar-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,301.38,302.6,300.35,295.33,304.16,1.47,3,0.77,0.87,0,-3.46,3.42,10,5.46,27,6,1.45,2.96,20.2,2.09,0.68,1.47,-6.58,2.24,-1.55,1,1.33,6,1,1.41,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,0.0354146972350806,NA
"2177",2177,4235,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2003,"19-Mar-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,301.38,302.6,300.35,295.33,304.16,1.47,3,0.77,0.87,0,-3.46,3.42,10,5.46,27,6,1.45,2.96,20.2,2.09,0.68,1.47,-6.58,2.24,-1.55,1,1.33,6,1,1.41,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,0.0354146972350806,NA
"2178",2178,4238,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2003,"10-Jun-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,299.09,300.82,300.35,295.33,304.16,1.47,6,0.86,0.87,0,-3.46,3.42,5,5.46,27,6,2.93,2.96,20.2,2.09,-1.1,1.47,-6.58,2.24,-1.55,1,1.33,6,1,1.41,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,0.0427078737755832,NA
"2179",2179,4239,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2003,"10-Jun-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,299.09,300.82,300.35,295.33,304.16,1.47,6,0.86,0.87,0,-3.46,3.42,5,5.46,27,6,2.93,2.96,20.2,2.09,-1.1,1.47,-6.58,2.24,-1.55,1,1.33,6,1,1.41,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,0.0427078737755832,NA
"2180",2180,4242,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2003,"30-Aug-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,299.09,298.11,300.35,295.33,304.16,1.47,6,-0.49,0.87,0,-3.46,3.42,2,5.46,27,6,0,2.96,20.2,2.09,-3.81,1.47,-6.58,2.24,-1.55,1,1.33,6,1,0,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,0.0409858032786412,NA
"2181",2181,4243,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2003,"30-Aug-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,299.09,298.11,300.35,295.33,304.16,1.47,6,-0.49,0.87,0,-3.46,3.42,2,5.46,27,6,0,2.96,20.2,2.09,-3.81,1.47,-6.58,2.24,-1.55,1,1.33,6,1,0,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,0.0409858032786412,NA
"2182",2182,4246,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2003,"5-Dec-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,301.45,300.23,300.35,295.33,304.16,1.47,6,-0.63,0.87,0,-3.46,3.42,2,5.46,27,6,0,2.96,20.2,2.09,-1.69,1.47,-6.58,2.24,-1.55,1,1.33,6,1,0,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,0.0395978883093354,NA
"2183",2183,4247,"178.16.433E.16.50.346S","Pita's Passage","Pacific","Fiji","","",2003,"5-Dec-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,301.45,300.23,300.35,295.33,304.16,1.47,6,-0.63,0.87,0,-3.46,3.42,2,5.46,27,6,0,2.96,20.2,2.09,-1.69,1.47,-6.58,2.24,-1.55,1,1.33,6,1,0,0.98,7.53,0.44,"ERG111",395,0.015277777,178.2738889,-16.83911111,TRUE,0.0395978883093354,NA
"2184",2184,4250,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2002,"11-Jun-02",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments; did not record 5m substrate",0,262.15,300.48625,300.47125,295.89125,304.5525,1.45375,8,0.4625,0.84,0,-3.4125,3.41,12.25,5.27125,24.625,5.625,6.3775,2.88,18.3075,1.985,-1.54875,1.45375,-6.13625,2.5125,-1.5525,1.75,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,NA,NA
"2185",2185,4251,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2002,"11-Jun-02",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,300.48625,300.47125,295.89125,304.5525,1.45375,8,0.4625,0.84,0,-3.4125,3.41,12.25,5.27125,24.625,5.625,6.3775,2.88,18.3075,1.985,-1.54875,1.45375,-6.13625,2.5125,-1.5525,1.75,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,NA,NA
"2186",2186,4254,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2003,"4-Mar-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,301.44375,300.47125,295.89125,304.5525,1.45375,5,-0.58875,0.84,0,-3.4125,3.41,7,5.27125,24.625,5.625,0,2.88,18.3075,1.985,-0.59125,1.45375,-6.13625,2.5125,-1.5525,0,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,0.0354146972350806,NA
"2187",2187,4255,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2003,"4-Mar-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,301.44375,300.47125,295.89125,304.5525,1.45375,5,-0.58875,0.84,0,-3.4125,3.41,7,5.27125,24.625,5.625,0,2.88,18.3075,1.985,-0.59125,1.45375,-6.13625,2.5125,-1.5525,0,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,0.0354146972350806,NA
"2188",2188,4258,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2003,"3-Jun-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,300.35125,300.47125,295.89125,304.5525,1.45375,10,0.06125,0.84,0,-3.4125,3.41,5,5.27125,24.625,5.625,4.16625,2.88,18.3075,1.985,-1.6825,1.45375,-6.13625,2.5125,-1.5525,0.875,1.4175,5.75,1,1.16625,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,0.0427078737755832,NA
"2189",2189,4259,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2003,"3-Jun-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,300.35125,300.47125,295.89125,304.5525,1.45375,10,0.06125,0.84,0,-3.4125,3.41,5,5.27125,24.625,5.625,4.16625,2.88,18.3075,1.985,-1.6825,1.45375,-6.13625,2.5125,-1.5525,0.875,1.4175,5.75,1,1.16625,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,0.0427078737755832,NA
"2190",2190,4262,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2003,"26-Aug-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,298.54,300.47125,295.89125,304.5525,1.45375,5,-0.13625,0.84,0,-3.4125,3.41,3.375,5.27125,24.625,5.625,0,2.88,18.3075,1.985,-3.495,1.45375,-6.13625,2.5125,-1.5525,0.875,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,0.0409858032786412,NA
"2191",2191,4263,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2003,"26-Aug-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,298.54,300.47125,295.89125,304.5525,1.45375,5,-0.13625,0.84,0,-3.4125,3.41,3.375,5.27125,24.625,5.625,0,2.88,18.3075,1.985,-3.495,1.45375,-6.13625,2.5125,-1.5525,0.875,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,0.0409858032786412,NA
"2192",2192,4266,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2003,"2-Dec-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,300.58,300.47125,295.89125,304.5525,1.45375,7,-0.24875,0.84,0,-3.4125,3.41,3.375,5.27125,24.625,5.625,0.27625,2.88,18.3075,1.985,-1.45375,1.45375,-6.13625,2.5125,-1.5525,0.875,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,0.0395978883093354,NA
"2193",2193,4267,"178.16.440E.16.49.749S","Shark Alley","Pacific","Fiji","","",2003,"2-Dec-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,300.58,300.47125,295.89125,304.5525,1.45375,7,-0.24875,0.84,0,-3.4125,3.41,3.375,5.27125,24.625,5.625,0.27625,2.88,18.3075,1.985,-1.45375,1.45375,-6.13625,2.5125,-1.5525,0.875,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.274,-16.82913889,TRUE,0.0395978883093354,NA
"2194",2194,4269,"178.16.537E.16.48.443S","Naiyacayaca","Pacific","Fiji","","",2002,"11-Mar-02",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,301.44875,300.47125,295.89125,304.5525,1.45375,5,-0.5725,0.84,0,-3.4125,3.41,6.75,5.27125,24.625,5.625,3.2775,2.88,18.3075,1.985,-0.58625,1.45375,-6.13625,2.5125,-1.5525,1.75,1.4175,5.75,1,2.275,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.2756111,-16.80738889,TRUE,NA,NA
"2195",2195,4272,"178.16.537E.16.48.443S","Naiyacayaca","Pacific","Fiji","","",2002,"31-May-02",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,301.06,300.47125,295.89125,304.5525,1.45375,7,0.8,0.84,0,-3.4125,3.41,11.875,5.27125,24.625,5.625,5.965,2.88,18.3075,1.985,-0.975,1.45375,-6.13625,2.5125,-1.5525,1.75,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.2756111,-16.80738889,TRUE,NA,NA
"2196",2196,4273,"178.16.537E.16.48.443S","Naiyacayaca","Pacific","Fiji","","",2002,"31-May-02",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,301.06,300.47125,295.89125,304.5525,1.45375,7,0.8,0.84,0,-3.4125,3.41,11.875,5.27125,24.625,5.625,5.965,2.88,18.3075,1.985,-0.975,1.45375,-6.13625,2.5125,-1.5525,1.75,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.2756111,-16.80738889,TRUE,NA,NA
"2197",2197,4276,"178.16.537E.16.48.443S","Naiyacayaca","Pacific","Fiji","","",2003,"1-Mar-03",5,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,301.44375,300.47125,295.89125,304.5525,1.45375,5,-0.58875,0.84,0,-3.4125,3.41,7,5.27125,24.625,5.625,0,2.88,18.3075,1.985,-0.59125,1.45375,-6.13625,2.5125,-1.5525,0,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.2756111,-16.80738889,TRUE,0.0354146972350806,NA
"2198",2198,4277,"178.16.537E.16.48.443S","Naiyacayaca","Pacific","Fiji","","",2003,"1-Mar-03",10,"Bleaching (% of population)",0,0,0,0,TRUE,"belt recorded over one continuous 100m transect; total averaged out over 4 segments",0,262.15,301.44375,300.47125,295.89125,304.5525,1.45375,5,-0.58875,0.84,0,-3.4125,3.41,7,5.27125,24.625,5.625,0,2.88,18.3075,1.985,-0.59125,1.45375,-6.13625,2.5125,-1.5525,0,1.4175,5.75,1,0,1.0075,7.4275,0.40125,"ERG111",395,0.015277777,178.2756111,-16.80738889,TRUE,0.0354146972350806,NA
